yyyy-mm-dd_HH.MM.SS.FFF, LAeq (dB), LAImax (dB), LAFmax (dB), LASmax (dB), LApk (dB), LAFeq (dB), LCeq (dB), LCImax (dB), LCFmax (dB), LCSmax (dB), LCpk (dB), LCFeq (dB), Ev(-)
2020-03-06_15.09.58.920, -86.24, -85.06, -85.95, -86.28, -74.38, -86.25, -84.72, -82.01, -83.65, -84.80, -71.25, -84.72, 239.00
2020-03-06_15.09.59.921, -86.40, -85.59, -86.17, -86.27, -75.37, -86.38, -85.35, -82.72, -84.85, -84.88, -74.69, -85.32, 239.00
2020-03-06_15.10.00.920, -86.39, -85.87, -86.10, -86.31, -74.57, -86.36, -85.03, -82.35, -83.82, -84.96, -72.20, -85.03, 239.00
2020-03-06_15.10.01.921, -86.37, -85.78, -86.19, -86.35, -73.60, -86.41, -84.81, -81.57, -83.47, -84.82, -72.77, -84.95, 239.00
2020-03-06_15.10.02.920, -86.25, -85.78, -86.10, -86.28, -74.96, -86.25, -85.21, -81.75, -84.17, -84.82, -74.17, -85.05, 239.00
2020-03-06_15.10.03.920, -86.35, -85.69, -86.01, -86.26, -74.32, -86.33, -85.41, -83.09, -85.06, -85.07, -73.75, -85.40, 239.00
2020-03-06_15.10.04.920, -86.37, -85.96, -86.19, -86.32, -73.49, -86.37, -85.44, -84.07, -85.10, -85.25, -73.31, -85.42, 239.00
2020-03-06_15.10.05.920, -86.34, -85.86, -86.12, -86.30, -74.53, -86.32, -85.29, -84.41, -84.97, -85.28, -74.03, -85.31, 239.00
2020-03-06_15.10.06.920, -86.38, -85.80, -86.10, -86.31, -73.91, -86.36, -85.20, -83.06, -84.28, -85.16, -72.79, -85.16, 239.00
2020-03-06_15.10.07.920, -86.37, -85.84, -86.16, -86.35, -75.30, -86.40, -85.34, -83.86, -85.06, -85.25, -73.98, -85.39, 239.00
2020-03-06_15.10.08.920, -86.36, -85.94, -86.17, -86.35, -73.70, -86.38, -84.76, -81.80, -83.22, -84.85, -73.19, -84.76, 239.00
2020-03-06_15.10.09.920, -86.32, -85.66, -86.03, -86.29, -74.98, -86.29, -85.19, -82.74, -84.64, -84.97, -72.55, -85.19, 239.00
2020-03-06_15.10.10.921, -88.54, -85.96, -86.46, -86.35, -75.33, -88.20, -86.96, -83.77, -85.19, -85.14, -75.17, -86.71, 239.00
2020-03-06_15.10.11.920, -88.58, -87.01, -88.46, -87.62, -74.56, -88.60, -87.05, -85.02, -86.57, -86.18, -74.65, -87.02, 239.00
2020-03-06_15.10.12.920, -88.56, -87.71, -88.34, -88.20, -75.45, -88.56, -86.82, -85.67, -86.48, -86.72, -74.18, -86.87, 239.00
2020-03-06_15.10.13.920, -88.40, -87.00, -87.64, -88.34, -74.97, -88.46, -86.60, -83.59, -85.06, -86.52, -72.56, -86.69, 239.00
2020-03-06_15.10.14.920, -79.46, -66.79, -71.59, -79.74, -47.48, -80.23, -80.32, -68.24, -72.96, -80.61, -49.49, -80.99, 239.00
2020-03-06_15.10.15.920, -73.50, -63.33, -68.15, -74.24, -42.70, -74.84, -72.60, -63.68, -68.18, -73.58, -44.59, -73.73, 239.00
2020-03-06_15.10.16.917, -77.51, -63.40, -69.56, -74.34, -47.41, -75.30, -73.55, -63.75, -67.94, -72.73, -48.61, -72.83, 239.00
2020-03-06_15.10.17.920, -77.50, -66.10, -75.16, -76.00, -57.89, -77.76, -77.67, -64.88, -73.02, -73.28, -57.90, -76.87, 240.00
2020-03-06_15.10.18.917, -75.50, -67.00, -69.94, -74.39, -44.09, -75.15, -70.33, -60.76, -64.11, -70.28, -46.10, -70.25, 240.00
2020-03-06_15.10.19.916, -80.71, -69.02, -77.07, -76.60, -49.08, -81.49, -76.49, -62.91, -71.25, -72.69, -51.53, -76.83, 240.00
2020-03-06_15.10.20.920, -82.07, -71.66, -76.23, -78.30, -58.37, -81.08, -79.40, -65.64, -73.75, -74.50, -56.19, -78.67, 239.00
2020-03-06_15.10.21.916, -70.58, -57.42, -62.18, -70.60, -40.00, -73.76, -67.92, -54.99, -59.61, -67.95, -39.37, -71.13, 239.00
