yyyy-mm-dd_HH.MM.SS.FFF, LAeq (dB), LAImax (dB), LAFmax (dB), LASmax (dB), LApk (dB), LAFeq (dB), LCeq (dB), LCImax (dB), LCFmax (dB), LCSmax (dB), LCpk (dB), LCFeq (dB), Ev(-)
2020-03-06_15.17.56.101, -82.76, -82.40, -82.65, -82.78, -71.67, -82.77, -83.22, -82.61, -82.93, -83.25, -72.79, -83.24, 241.00
2020-03-06_15.17.57.101, -82.80, -82.54, -82.69, -82.78, -73.23, -82.81, -83.18, -82.52, -82.90, -83.20, -72.55, -83.23, 241.00
2020-03-06_15.17.58.100, -82.77, -82.51, -82.67, -82.77, -72.79, -82.77, -83.12, -82.52, -82.80, -83.14, -71.05, -83.11, 241.00
2020-03-06_15.17.59.101, -82.73, -82.22, -82.59, -82.74, -69.20, -82.73, -83.04, -82.39, -82.86, -83.07, -70.74, -83.04, 241.00
2020-03-06_15.18.00.101, -82.77, -82.36, -82.68, -82.75, -72.89, -82.77, -83.23, -82.56, -83.00, -83.08, -73.22, -83.21, 241.00
2020-03-06_15.18.01.100, -82.83, -82.50, -82.72, -82.76, -72.06, -82.82, -83.33, -82.86, -83.18, -83.17, -72.45, -83.32, 241.00
2020-03-06_15.18.02.101, -82.75, -82.41, -82.60, -82.75, -72.82, -82.75, -83.14, -82.20, -82.74, -83.14, -72.22, -83.17, 241.00
2020-03-06_15.18.03.100, -82.79, -82.44, -82.64, -82.76, -73.13, -82.80, -83.15, -82.25, -82.91, -83.13, -72.85, -83.15, 241.00
2020-03-06_15.18.04.100, -82.77, -82.48, -82.67, -82.76, -73.54, -82.76, -83.25, -82.63, -83.04, -83.14, -72.79, -83.22, 241.00
2020-03-06_15.18.05.100, -82.76, -82.47, -82.65, -82.75, -73.28, -82.76, -83.24, -82.74, -83.09, -83.19, -72.07, -83.24, 241.00
2020-03-06_15.18.06.101, -82.72, -82.34, -82.61, -82.73, -72.96, -82.73, -83.28, -82.67, -83.03, -83.21, -72.42, -83.28, 241.00
2020-03-06_15.18.07.100, -84.18, -79.21, -80.09, -82.01, -70.35, -83.65, -81.59, -75.55, -76.92, -80.85, -68.23, -81.38, 241.00
2020-03-06_15.18.08.101, -88.53, -80.93, -88.14, -84.11, -73.89, -88.58, -87.04, -77.44, -86.18, -82.92, -74.92, -87.17, 241.00
2020-03-06_15.18.09.101, -88.63, -83.16, -88.13, -86.34, -76.23, -88.58, -87.19, -79.90, -86.15, -85.00, -74.95, -87.11, 241.00
2020-03-06_15.18.10.100, -88.55, -85.02, -88.37, -87.64, -76.48, -88.53, -87.12, -82.09, -86.52, -86.23, -73.92, -87.04, 241.00
2020-03-06_15.18.11.101, -88.52, -86.39, -88.29, -88.20, -76.13, -88.52, -87.03, -83.85, -86.65, -86.80, -74.22, -87.07, 241.00
2020-03-06_15.18.12.101, -88.60, -87.30, -88.48, -88.40, -76.09, -88.62, -86.99, -85.13, -86.51, -86.93, -73.76, -87.03, 241.00
2020-03-06_15.18.13.101, -88.56, -87.89, -88.40, -88.51, -76.59, -88.54, -86.94, -85.70, -86.69, -86.92, -75.14, -86.94, 241.00
2020-03-06_15.18.14.100, -88.57, -88.14, -88.37, -88.51, -76.22, -88.57, -87.17, -85.94, -86.57, -86.89, -74.55, -87.11, 241.00
2020-03-06_15.18.15.100, -88.53, -88.06, -88.37, -88.54, -74.57, -88.55, -86.63, -80.96, -84.03, -86.59, -71.54, -87.18, 241.00
2020-03-06_15.18.16.100, -88.55, -87.42, -88.07, -88.49, -74.72, -88.54, -86.39, -80.95, -84.01, -86.33, -73.89, -85.97, 241.00
2020-03-06_15.18.17.100, -88.67, -87.73, -88.49, -88.55, -76.42, -88.67, -87.11, -82.75, -86.47, -86.48, -74.39, -87.06, 241.00
2020-03-06_15.18.18.101, -88.56, -88.11, -88.41, -88.57, -75.77, -88.57, -87.24, -84.36, -86.74, -86.90, -75.74, -87.25, 241.00
2020-03-06_15.18.19.100, -88.20, -84.87, -86.59, -88.21, -73.59, -88.19, -85.87, -80.44, -82.96, -86.06, -71.12, -85.92, 241.00
2020-03-06_15.18.20.100, -88.66, -85.81, -88.34, -88.36, -75.37, -88.67, -85.10, -80.25, -82.58, -85.30, -70.59, -85.11, 241.00
2020-03-06_15.18.21.101, -88.63, -86.98, -88.42, -88.56, -76.28, -88.63, -86.84, -81.22, -86.28, -85.58, -73.79, -86.76, 241.00
2020-03-06_15.18.22.101, -78.66, -66.99, -71.83, -79.56, -45.89, -78.85, -77.04, -68.55, -73.21, -78.15, -46.95, -77.76, 241.00
2020-03-06_15.18.23.101, -77.38, -65.69, -69.86, -76.50, -48.65, -77.35, -76.15, -65.97, -69.83, -75.66, -50.46, -76.06, 241.00
2020-03-06_15.18.24.100, -76.53, -67.70, -73.28, -76.81, -57.73, -77.30, -75.20, -67.89, -71.53, -75.32, -55.54, -75.53, 241.00
2020-03-06_15.18.25.096, -63.78, -52.12, -56.04, -64.04, -36.00, -63.76, -61.44, -50.36, -53.97, -61.84, -36.61, -61.44, 241.00
2020-03-06_15.18.26.095, -76.82, -54.28, -71.88, -67.02, -43.99, -77.30, -72.62, -52.50, -68.28, -64.71, -45.86, -73.20, 241.00
2020-03-06_15.18.27.101, -85.60, -57.15, -74.70, -70.55, -72.15, -81.77, -82.40, -55.35, -70.59, -67.84, -67.95, -77.93, 241.00
