yyyy-mm-dd_HH.MM.SS.FFF, LAeq (dB), LAImax (dB), LAFmax (dB), LASmax (dB), LApk (dB), LAFeq (dB), LCeq (dB), LCImax (dB), LCFmax (dB), LCSmax (dB), LCpk (dB), LCFeq (dB), Ev(-)
2020-03-06_15.25.21.889, -88.06, -87.02, -87.93, -88.11, -75.63, -88.08, -86.74, -85.27, -86.25, -86.77, -74.98, -86.76, 243.00
2020-03-06_15.25.22.889, -88.09, -87.50, -87.92, -88.08, -75.55, -88.08, -86.94, -85.54, -86.38, -86.80, -75.21, -86.95, 243.00
2020-03-06_15.25.23.889, -88.13, -87.76, -87.97, -88.08, -76.15, -88.14, -86.88, -85.69, -86.46, -86.83, -75.45, -86.87, 243.00
2020-03-06_15.25.24.889, -88.19, -87.74, -88.01, -88.11, -75.12, -88.16, -86.95, -85.68, -86.32, -86.79, -74.91, -86.94, 243.00
2020-03-06_15.25.25.889, -88.18, -87.85, -88.06, -88.16, -75.86, -88.18, -86.81, -85.72, -86.35, -86.82, -74.90, -86.83, 243.00
2020-03-06_15.25.26.889, -88.18, -87.74, -88.01, -88.15, -75.51, -88.17, -86.90, -85.49, -86.34, -86.79, -74.37, -86.89, 243.00
2020-03-06_15.25.27.889, -88.08, -87.63, -87.93, -88.10, -74.87, -88.11, -86.62, -85.21, -86.07, -86.67, -74.10, -86.62, 243.00
2020-03-06_15.25.28.890, -88.17, -87.70, -88.01, -88.12, -76.22, -88.17, -86.84, -84.99, -86.19, -86.70, -73.79, -86.82, 243.00
2020-03-06_15.25.29.889, -88.20, -87.71, -88.02, -88.13, -75.59, -88.18, -86.90, -85.35, -86.21, -86.80, -74.81, -86.93, 242.00
2020-03-06_15.25.30.889, -88.19, -87.63, -87.96, -88.16, -75.68, -88.19, -87.21, -85.75, -86.57, -86.82, -74.00, -87.17, 243.00
2020-03-06_15.25.31.889, -88.19, -87.50, -87.88, -88.16, -75.54, -88.20, -87.02, -86.02, -86.67, -87.01, -74.56, -87.03, 242.00
2020-03-06_15.25.32.890, -88.21, -87.60, -87.99, -88.14, -76.32, -88.18, -86.91, -85.83, -86.49, -86.94, -74.89, -86.94, 242.00
2020-03-06_15.25.33.889, -88.51, -87.73, -88.22, -88.21, -76.53, -88.51, -87.14, -84.91, -86.31, -86.90, -73.83, -87.13, 242.00
2020-03-06_15.25.34.889, -88.54, -87.96, -88.29, -88.39, -75.60, -88.51, -87.04, -85.53, -86.64, -87.00, -74.94, -87.01, 241.00
2020-03-06_15.25.35.889, -88.72, -88.18, -88.57, -88.51, -76.51, -88.72, -86.93, -85.78, -86.42, -86.94, -74.24, -87.02, 242.00
2020-03-06_15.25.36.889, -88.52, -87.91, -88.28, -88.54, -74.30, -88.53, -86.25, -84.11, -85.26, -86.39, -73.53, -86.28, 243.00
2020-03-06_15.25.37.889, -88.60, -88.02, -88.37, -88.53, -75.89, -88.59, -85.09, -79.88, -81.98, -85.19, -72.75, -85.05, 242.00
2020-03-06_15.25.38.889, -88.55, -88.19, -88.41, -88.55, -75.33, -88.56, -86.56, -81.17, -85.92, -85.71, -74.06, -86.61, 243.00
2020-03-06_15.25.39.889, -88.54, -87.79, -88.33, -88.53, -75.20, -88.54, -85.96, -81.62, -84.22, -85.94, -71.81, -86.09, 242.00
2020-03-06_15.25.40.890, -80.80, -72.87, -75.29, -81.41, -57.06, -80.84, -77.87, -71.62, -73.82, -79.23, -59.15, -77.93, 243.00
2020-03-06_15.25.41.889, -80.47, -72.44, -76.17, -80.65, -55.69, -81.92, -78.31, -70.13, -73.80, -78.72, -57.19, -78.90, 243.00
2020-03-06_15.25.42.886, -68.96, -60.72, -64.55, -70.73, -41.69, -69.26, -67.74, -60.04, -63.66, -68.95, -43.98, -68.30, 241.00
2020-03-06_15.25.43.886, -77.23, -63.00, -70.47, -71.11, -47.02, -75.50, -73.17, -60.63, -67.01, -69.04, -48.35, -71.83, 187.00
2020-03-06_15.25.44.886, -69.15, -61.87, -64.29, -69.33, -40.71, -69.22, -66.10, -58.80, -61.27, -66.50, -42.56, -66.18, 167.00
2020-03-06_15.25.45.889, -82.06, -62.99, -75.14, -70.79, -50.48, -80.96, -78.29, -59.93, -71.06, -67.70, -50.89, -77.44, 173.00
