yyyy-mm-dd_HH.MM.SS.FFF, LAeq (dB), LAImax (dB), LAFmax (dB), LASmax (dB), LApk (dB), LAFeq (dB), LCeq (dB), LCImax (dB), LCFmax (dB), LCSmax (dB), LCpk (dB), LCFeq (dB), Ev(-)
2020-03-06_15.45.02.140, -51.42, -51.40, -51.41, -51.42, -48.14, -51.42, -51.42, -51.40, -51.41, -51.42, -48.08, -51.42, 245.00
2020-03-06_15.45.03.140, -51.40, -51.38, -51.39, -51.41, -48.11, -51.40, -51.41, -51.38, -51.40, -51.41, -48.12, -51.41, 245.00
2020-03-06_15.45.04.140, -51.40, -51.38, -51.39, -51.40, -48.13, -51.40, -51.41, -51.38, -51.40, -51.41, -48.08, -51.41, 244.00
2020-03-06_15.45.05.140, -51.40, -51.38, -51.40, -51.40, -48.13, -51.41, -51.41, -51.39, -51.40, -51.41, -48.12, -51.41, 244.00
2020-03-06_15.45.06.141, -51.40, -51.38, -51.39, -51.40, -48.11, -51.40, -51.40, -51.38, -51.40, -51.40, -48.01, -51.40, 245.00
2020-03-06_15.45.07.139, -51.39, -51.37, -51.38, -51.39, -48.12, -51.39, -51.40, -51.37, -51.39, -51.40, -48.11, -51.40, 244.00
2020-03-06_15.45.08.140, -51.39, -51.37, -51.38, -51.39, -48.10, -51.39, -51.40, -51.37, -51.39, -51.40, -48.05, -51.40, 244.00
2020-03-06_15.45.09.139, -51.40, -51.38, -51.39, -51.39, -48.12, -51.40, -51.40, -51.38, -51.39, -51.40, -48.09, -51.40, 245.00
2020-03-06_15.45.10.141, -53.76, -51.37, -51.39, -51.39, -48.16, -52.94, -53.77, -51.38, -51.39, -51.40, -48.11, -52.95, 245.00
2020-03-06_15.45.11.140, -88.63, -52.49, -65.96, -53.22, -76.06, -74.83, -87.25, -52.49, -65.95, -53.22, -75.71, -74.76, 244.00
2020-03-06_15.45.12.135, -88.64, -55.38, -88.28, -57.56, -76.42, -88.61, -87.24, -55.39, -86.61, -57.56, -73.74, -87.25, 245.00
2020-03-06_15.45.13.141, -88.56, -58.28, -88.29, -61.90, -75.93, -88.57, -86.48, -58.28, -85.14, -61.90, -73.70, -86.61, 244.00
2020-03-06_15.45.14.140, -88.33, -61.17, -87.72, -66.22, -71.64, -88.31, -84.37, -61.17, -82.04, -66.21, -71.88, -84.52, 245.00
2020-03-06_15.45.15.139, -88.56, -64.06, -88.38, -70.52, -76.28, -88.56, -86.76, -64.04, -84.59, -70.44, -73.91, -86.42, 244.00
2020-03-06_15.45.16.140, -88.62, -66.94, -88.43, -74.75, -76.86, -88.63, -86.98, -66.92, -86.05, -74.61, -74.85, -86.95, 245.00
2020-03-06_15.45.17.140, -77.96, -67.99, -71.53, -76.41, -49.79, -77.99, -75.94, -67.62, -70.73, -75.72, -51.65, -76.03, 244.00
2020-03-06_15.45.18.140, -69.34, -58.15, -63.02, -70.04, -34.89, -69.91, -70.59, -59.69, -64.50, -71.16, -36.60, -71.12, 245.00
2020-03-06_15.45.19.135, -73.97, -59.10, -69.30, -70.48, -47.88, -73.09, -73.19, -60.64, -68.91, -71.56, -49.11, -72.89, 245.00
2020-03-06_15.45.20.134, -77.07, -61.86, -73.46, -72.21, -51.24, -76.27, -75.78, -63.29, -71.54, -72.21, -51.52, -74.95, 246.00
2020-03-06_15.45.21.136, -77.49, -64.63, -71.54, -74.67, -42.58, -77.29, -75.65, -65.97, -70.67, -74.00, -44.31, -75.58, 246.00
2020-03-06_15.45.22.136, -78.89, -66.20, -71.46, -76.41, -43.47, -79.52, -76.25, -65.20, -69.37, -74.85, -45.17, -77.02, 248.00
