yyyy-mm-dd_HH.MM.SS.FFF, LAeq (dB), LAImax (dB), LAFmax (dB), LASmax (dB), LApk (dB), LAFeq (dB), LCeq (dB), LCImax (dB), LCFmax (dB), LCSmax (dB), LCpk (dB), LCFeq (dB), Ev(-)
2020-03-06_15.11.14.980, -88.60, -87.90, -88.35, -88.43, -75.11, -88.58, -86.77, -84.93, -86.20, -86.73, -73.03, -86.79, 239.00
2020-03-06_15.11.15.980, -88.69, -88.09, -88.53, -88.54, -75.75, -88.67, -86.72, -85.28, -86.19, -86.66, -73.72, -86.73, 239.00
2020-03-06_15.11.16.980, -88.52, -87.92, -88.31, -88.55, -75.01, -88.56, -86.32, -84.94, -85.86, -86.44, -73.24, -86.35, 239.00
2020-03-06_15.11.17.980, -78.10, -66.30, -71.08, -78.88, -46.57, -78.17, -76.71, -67.82, -72.42, -78.02, -47.45, -76.99, 239.00
2020-03-06_15.11.18.980, -77.38, -67.13, -70.72, -76.87, -48.65, -77.68, -74.79, -66.34, -69.84, -75.28, -51.19, -75.94, 239.00
2020-03-06_15.11.19.980, -76.20, -69.22, -73.00, -76.57, -55.91, -76.81, -73.61, -66.17, -70.26, -73.78, -55.08, -73.42, 239.00
2020-03-06_15.11.20.977, -74.92, -63.59, -67.75, -73.86, -45.59, -74.42, -69.67, -57.37, -61.93, -69.05, -46.34, -69.44, 239.00
2020-03-06_15.11.21.975, -81.31, -65.53, -77.38, -76.09, -50.35, -81.29, -76.01, -59.35, -70.90, -71.64, -51.83, -76.23, 235.00
2020-03-06_15.11.22.977, -81.15, -68.32, -77.81, -78.62, -51.02, -81.07, -77.18, -62.16, -72.29, -73.85, -53.18, -76.89, 235.00
2020-03-06_15.11.23.980, -83.52, -71.00, -82.62, -80.10, -70.39, -83.52, -81.18, -64.92, -79.62, -75.67, -69.20, -81.04, 237.00
