yyyy-mm-dd_HH.MM.SS.FFF, LAeq (dB), LAImax (dB), LAFmax (dB), LASmax (dB), LApk (dB), LAFeq (dB), LCeq (dB), LCImax (dB), LCFmax (dB), LCSmax (dB), LCpk (dB), LCFeq (dB), Ev(-)
2020-03-06_15.03.08.085, -61.18, -61.13, -61.17, -62.37, -57.15, -61.20, -61.19, -61.13, -61.17, -62.37, -56.73, -61.20, 239.00
2020-03-06_15.03.09.089, -61.17, -61.14, -61.16, -61.58, -57.44, -61.18, -61.17, -61.13, -61.16, -61.58, -57.27, -61.18, 239.00
2020-03-06_15.03.10.089, -61.18, -61.14, -61.17, -61.32, -57.34, -61.18, -61.18, -61.14, -61.17, -61.32, -57.37, -61.18, 239.00
2020-03-06_15.03.11.089, -61.19, -61.15, -61.17, -61.24, -57.43, -61.19, -61.19, -61.15, -61.17, -61.24, -57.31, -61.19, 239.00
2020-03-06_15.03.12.089, -61.18, -61.15, -61.17, -61.20, -57.33, -61.18, -61.18, -61.15, -61.17, -61.20, -57.21, -61.19, 239.00
2020-03-06_15.03.13.089, -61.17, -61.13, -61.16, -61.18, -57.33, -61.17, -61.17, -61.13, -61.16, -61.18, -57.19, -61.18, 239.00
2020-03-06_15.03.14.089, -61.16, -61.12, -61.15, -61.17, -57.39, -61.16, -61.17, -61.12, -61.15, -61.17, -57.18, -61.17, 239.00
2020-03-06_15.03.15.089, -61.17, -61.13, -61.15, -61.17, -57.35, -61.17, -61.17, -61.13, -61.15, -61.17, -57.33, -61.17, 239.00
2020-03-06_15.03.16.089, -61.18, -61.14, -61.17, -61.17, -57.30, -61.18, -61.18, -61.14, -61.17, -61.17, -56.93, -61.18, 239.00
2020-03-06_15.03.17.089, -61.18, -61.14, -61.16, -61.18, -57.40, -61.18, -61.18, -61.13, -61.16, -61.18, -57.18, -61.18, 239.00
2020-03-06_15.03.18.089, -61.18, -61.13, -61.16, -61.18, -57.39, -61.18, -61.18, -61.13, -61.16, -61.18, -57.18, -61.18, 239.00
2020-03-06_15.03.19.089, -61.18, -61.14, -61.16, -61.17, -57.37, -61.18, -61.18, -61.14, -61.16, -61.18, -56.85, -61.18, 239.00
2020-03-06_15.03.20.089, -61.17, -61.14, -61.16, -61.17, -57.39, -61.17, -61.17, -61.13, -61.16, -61.17, -57.27, -61.17, 239.00
2020-03-06_15.03.21.089, -61.17, -61.12, -61.15, -61.17, -57.34, -61.17, -61.17, -61.12, -61.15, -61.17, -56.93, -61.17, 239.00
2020-03-06_15.03.22.089, -61.51, -61.12, -61.15, -61.16, -57.31, -61.25, -61.51, -61.12, -61.15, -61.16, -57.20, -61.25, 239.00
2020-03-06_15.03.23.089, -88.54, -61.25, -63.81, -61.50, -75.15, -72.74, -86.21, -61.25, -63.81, -61.50, -73.06, -72.67, 239.00
2020-03-06_15.03.24.089, -88.63, -64.13, -88.04, -65.82, -76.35, -88.55, -86.11, -64.12, -84.25, -65.81, -72.16, -86.02, 239.00
2020-03-06_15.03.25.089, -88.55, -67.01, -88.32, -70.13, -76.16, -88.56, -86.76, -66.99, -85.45, -70.09, -73.29, -86.70, 239.00
2020-03-06_15.03.26.089, -88.54, -69.88, -88.07, -74.36, -75.65, -88.54, -86.61, -69.85, -84.66, -74.28, -72.37, -86.62, 239.00
2020-03-06_15.03.27.089, -88.55, -72.72, -88.29, -78.43, -75.22, -88.56, -86.71, -72.66, -85.72, -78.21, -73.79, -86.75, 239.00
2020-03-06_15.03.28.089, -88.64, -75.50, -88.46, -82.10, -76.23, -88.63, -87.03, -75.39, -86.59, -81.61, -74.54, -87.02, 239.00
2020-03-06_15.03.29.089, -86.96, -78.20, -82.62, -85.04, -60.19, -87.35, -85.72, -78.02, -83.11, -84.19, -60.97, -85.90, 239.00
2020-03-06_15.03.30.089, -79.54, -67.27, -71.97, -79.67, -47.52, -79.52, -78.39, -68.78, -73.37, -79.80, -49.94, -78.48, 239.00
2020-03-06_15.03.31.089, -73.37, -62.02, -65.70, -73.44, -40.52, -75.28, -74.34, -63.83, -67.40, -74.44, -42.76, -75.88, 239.00
2020-03-06_15.03.32.089, -77.88, -62.21, -68.76, -73.76, -57.54, -75.10, -77.75, -64.01, -70.28, -74.71, -59.11, -75.74, 239.00
2020-03-06_15.03.33.084, -77.61, -64.98, -74.74, -75.79, -48.94, -77.33, -74.04, -64.16, -68.06, -73.68, -50.87, -74.04, 206.00
2020-03-06_15.03.34.084, -82.25, -67.67, -77.69, -77.08, -51.43, -82.09, -78.86, -65.14, -74.00, -74.83, -52.55, -78.78, 226.00
2020-03-06_15.03.35.084, -82.08, -70.42, -78.29, -79.63, -49.66, -82.36, -77.18, -66.81, -71.16, -76.31, -51.98, -78.20, 227.00
2020-03-06_15.03.36.084, -84.18, -73.03, -80.71, -80.84, -71.65, -83.56, -82.05, -66.97, -73.47, -76.50, -69.80, -79.54, 231.00
2020-03-06_15.03.37.084, -79.71, -74.12, -76.60, -80.31, -50.70, -80.08, -76.74, -69.72, -73.49, -77.16, -52.97, -77.17, 234.00
