yyyy-mm-dd_HH.MM.SS.FFF, LAeq (dB), LAImax (dB), LAFmax (dB), LASmax (dB), LApk (dB), LAFeq (dB), LCeq (dB), LCImax (dB), LCFmax (dB), LCSmax (dB), LCpk (dB), LCFeq (dB), Ev(-)
2020-03-06_15.19.23.789, -88.41, -87.05, -87.35, -87.45, -75.63, -88.25, -86.97, -85.17, -86.04, -86.26, -74.87, -86.85, 241.00
2020-03-06_15.19.24.789, -88.59, -87.65, -88.30, -88.05, -75.37, -88.57, -86.92, -85.22, -86.23, -86.63, -74.81, -86.91, 241.00
2020-03-06_15.19.25.789, -88.58, -88.09, -88.43, -88.40, -74.65, -88.61, -87.07, -85.43, -86.53, -86.85, -74.42, -87.13, 241.00
2020-03-06_15.19.26.789, -88.41, -86.91, -87.77, -88.37, -75.57, -88.40, -85.84, -83.46, -84.79, -86.09, -72.57, -86.08, 241.00
2020-03-06_15.19.27.789, -88.56, -87.12, -88.19, -88.44, -75.63, -88.57, -85.56, -81.29, -83.51, -85.54, -71.12, -85.40, 241.00
2020-03-06_15.19.28.790, -88.49, -87.75, -88.19, -88.46, -75.88, -88.50, -86.33, -81.92, -85.36, -85.67, -73.09, -86.36, 241.00
2020-03-06_15.19.29.789, -77.34, -65.84, -69.93, -77.58, -46.40, -78.75, -75.72, -65.67, -69.43, -76.16, -49.16, -77.13, 241.00
2020-03-06_15.19.30.790, -85.39, -66.08, -73.76, -77.98, -68.97, -81.07, -78.50, -65.88, -72.10, -76.01, -58.87, -76.74, 241.00
2020-03-06_15.19.31.789, -68.32, -57.13, -61.98, -69.82, -34.11, -68.49, -69.33, -58.75, -63.41, -70.71, -36.24, -69.51, 241.00
2020-03-06_15.19.32.787, -69.16, -58.60, -63.16, -68.55, -42.46, -69.09, -65.80, -56.88, -60.16, -66.31, -41.71, -65.85, 241.00
2020-03-06_15.19.33.785, -80.63, -60.31, -74.98, -70.13, -48.94, -79.36, -78.10, -58.55, -71.65, -67.72, -50.05, -76.54, 243.00
2020-03-06_15.19.34.789, -78.84, -63.17, -71.33, -73.37, -42.86, -78.65, -74.23, -61.40, -66.62, -70.34, -45.33, -74.11, 240.00
