yyyy-mm-dd_HH.MM.SS.FFF, LAeq (dB), LAImax (dB), LAFmax (dB), LASmax (dB), LApk (dB), LAFeq (dB), LCeq (dB), LCImax (dB), LCFmax (dB), LCSmax (dB), LCpk (dB), LCFeq (dB), Ev(-)
2020-03-06_15.31.26.980, -83.95, -80.21, -83.82, -84.03, -73.48, -83.96, -81.20, -78.96, -80.99, -81.29, -71.93, -81.22, 241.00
2020-03-06_15.31.27.980, -83.94, -81.65, -83.74, -83.96, -72.18, -83.92, -81.17, -79.91, -80.95, -81.21, -71.37, -81.17, 241.00
2020-03-06_15.31.28.980, -83.89, -82.61, -83.74, -83.91, -73.11, -83.89, -81.13, -80.48, -80.93, -81.15, -72.07, -81.13, 241.00
2020-03-06_15.31.29.980, -83.90, -83.18, -83.71, -83.87, -73.36, -83.88, -80.89, -79.43, -80.26, -80.93, -71.17, -80.89, 241.00
2020-03-06_15.31.30.980, -83.98, -83.52, -83.81, -83.90, -71.70, -83.95, -81.23, -79.68, -81.03, -80.99, -72.06, -81.19, 241.00
2020-03-06_15.31.31.980, -83.93, -83.55, -83.80, -83.93, -72.85, -83.95, -81.14, -80.36, -80.91, -81.12, -71.56, -81.16, 241.00
2020-03-06_15.31.32.980, -83.94, -83.51, -83.75, -83.92, -72.79, -83.94, -81.15, -80.58, -80.92, -81.11, -71.95, -81.15, 241.00
2020-03-06_15.31.33.981, -83.90, -83.52, -83.77, -83.91, -73.44, -83.91, -81.16, -80.61, -80.96, -81.12, -71.66, -81.17, 241.00
2020-03-06_15.31.34.980, -83.96, -83.54, -83.78, -83.91, -73.32, -83.94, -81.16, -80.71, -80.98, -81.14, -71.93, -81.16, 241.00
2020-03-06_15.31.35.980, -84.06, -83.64, -83.88, -83.93, -73.45, -84.05, -81.31, -80.71, -81.10, -81.15, -72.19, -81.30, 241.00
2020-03-06_15.31.36.980, -84.02, -83.66, -83.89, -84.01, -73.73, -84.03, -81.29, -80.77, -81.11, -81.24, -72.36, -81.29, 241.00
2020-03-06_15.31.37.980, -84.03, -83.57, -83.82, -83.99, -73.50, -84.03, -81.32, -80.73, -81.09, -81.25, -72.48, -81.33, 241.00
2020-03-06_15.31.38.980, -83.95, -83.46, -83.80, -83.95, -73.63, -83.94, -81.16, -80.60, -80.96, -81.19, -72.15, -81.15, 241.00
2020-03-06_15.31.39.980, -86.48, -83.51, -83.83, -83.96, -74.18, -85.88, -84.11, -80.67, -81.11, -81.20, -72.83, -83.41, 241.00
2020-03-06_15.31.40.980, -88.60, -84.78, -88.41, -85.65, -76.32, -88.61, -86.92, -82.09, -86.53, -83.12, -74.43, -86.91, 241.00
2020-03-06_15.31.41.980, -88.67, -86.23, -88.44, -87.27, -74.88, -88.67, -87.27, -83.81, -86.87, -85.13, -75.86, -87.30, 241.00
2020-03-06_15.31.42.980, -88.20, -86.73, -87.65, -88.08, -75.59, -88.23, -85.39, -82.67, -83.90, -85.53, -72.42, -85.49, 241.00
2020-03-06_15.31.43.980, -88.57, -86.99, -88.26, -88.14, -75.67, -88.53, -84.90, -81.50, -82.69, -84.89, -72.38, -84.90, 241.00
2020-03-06_15.31.44.980, -88.49, -87.69, -88.23, -88.40, -76.65, -88.51, -86.65, -82.62, -85.69, -85.34, -74.26, -86.60, 241.00
2020-03-06_15.31.45.980, -76.69, -65.25, -69.44, -77.04, -47.51, -76.72, -74.62, -65.45, -69.39, -75.80, -48.73, -74.66, 241.00
2020-03-06_15.31.46.980, -71.41, -59.85, -64.76, -72.73, -40.10, -72.05, -72.06, -61.20, -66.08, -72.76, -41.48, -72.58, 241.00
2020-03-06_15.31.47.975, -71.76, -61.76, -66.84, -71.56, -45.45, -71.91, -70.34, -59.79, -63.84, -70.30, -46.22, -71.22, 241.00
2020-03-06_15.31.48.979, -76.83, -63.90, -70.07, -71.90, -50.16, -74.89, -74.12, -59.99, -67.07, -70.57, -48.81, -72.07, 242.00
2020-03-06_15.31.49.976, -74.63, -64.49, -69.17, -73.84, -41.76, -75.01, -71.26, -62.74, -66.93, -71.06, -43.23, -71.84, 242.00
2020-03-06_15.31.50.976, -76.88, -65.45, -71.14, -73.73, -47.03, -77.55, -74.58, -63.27, -67.18, -70.66, -47.72, -74.13, 242.00
